,id,nome,host_id,host_name,bairro_group,bairro,latitude,longitude,room_type,minimo_noites,numero_de_reviews,ultima_review,reviews_por_mes,calculado_host_listings_count,disponibilidade_365,tempo_desde_ultimo_review,trimestre_review,nome_tfidf_mean,w2v_pca_1,w2v_pca_2,w2v_pca_3,w2v_pca_4,w2v_pca_5,nome_sentiment,location_cluster,dist_manhattan_center,dist_central_park,dist_times_square,dist_wall_street,dist_brooklyn_bridge,dist_empire_state_building,dist_statue_of_liberty,dist_jfk_airport,dist_la_guardia_airport,dist_yankee_stadium,dist_metropolitan_museum,dist_staten_island_greenbelt,dist_ubs_arena,dist_coney_island_beach,dist_bronx_zoo,h3_index,h3_numeric,preco_medio_bairro,Entire home/apt,Private room,Shared room,min_nights_category,bairro_group_Bronx,bairro_group_Brooklyn,bairro_group_Manhattan,bairro_group_Queens,bairro_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,price
0,2595,Skylit Midtown Castle,2845,Jennifer,Manhattan,Midtown,40.75362,-73.98377,Entire home/apt,1,45,2019-05-21,0.38,2,355,2089.0,2019Q2,0.0002065262933674,-1.9173174,0.91762435,0.19657898,-0.8386987,-0.167301,0.0,11,0.5078609543965203,3.731365591783552,0.5970450971833063,5.695139718854688,5.393242759520084,0.5514415014009372,8.799439148733448,21.391484423598357,9.625659889167297,9.741788673691126,3.350058839111394,22.565009114621525,22.262269049568182,20.159782983364256,13.996190736821632,872a100d6ffffff,608725924627611647,253.89320388349515,0.7119741100323624,0.2731391585760517,0.0148867313915857,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,225
