Feature,Importance
latitude,4.043188530062704
longitude,6.287003231548144
bairro,7.934743066948012
room_type,23.605523021017344
minimo_noites,6.299949883399919
numero_de_reviews,4.2976267957387835
reviews_por_mes,3.8986776096382227
calculado_host_listings_count,6.331265884826976
disponibilidade_365,13.859346573414058
dist_manhattan_center,5.48342418520837
preco_medio_bairro,8.327631833945338
min_nights_category,3.9881269013575347
ultima_review_ano,5.643492482894731
